,맥주이름,년,평점
1083,Tsingtao, 2019,2.211904761904762
1084,Tsingtao, 2020,1.8461538461538463
1085,Tsingtao, 2021,2.207692307692308
1086,Tsingtao Wheat Beer, 2018,2.946153846153846
1087,Tsingtao Wheat Beer, 2019,2.75
1088,Tsingtao Wheat Beer, 2020,2.642857142857143
1089,Tsingtao Wheat Beer, 2021,2.9
1090,Victoria Bitter, 2001,2.26
1091,Victoria Bitter, 2002,2.409302325581395
1092,Victoria Bitter, 2003,1.8574074074074074
1093,Victoria Bitter, 2004,1.7125
1094,Victoria Bitter, 2005,1.7352941176470589
1095,Victoria Bitter, 2006,2.0241379310344825
1096,Victoria Bitter, 2007,2.0028571428571427
1097,Victoria Bitter, 2008,1.8259999999999998
1098,Victoria Bitter, 2009,1.66046511627907
1099,Victoria Bitter, 2010,1.9534482758620688
1100,Victoria Bitter, 2011,1.946031746031746
1101,Victoria Bitter, 2012,1.936842105263158
1102,Victoria Bitter, 2013,1.9565217391304348
1103,Victoria Bitter, 2014,2.0470588235294116
1104,Victoria Bitter, 2015,2.052941176470588
1105,Victoria Bitter, 2016,2.5
1106,Victoria Bitter, 2017,2.496
1107,Victoria Bitter, 2018,2.468421052631579
1108,Victoria Bitter, 2019,2.6423076923076922
1109,Victoria Bitter, 2020,1.77
1110,Victoria Bitter, 2021,2.6999999999999997
1111,Volfas Engelman Grünberger Hefeweizen, 2018,3.05
1112,Volfas Engelman Grünberger Hefeweizen, 2020,3.1999999999999997
1113,Volfas Engelman Grünberger Hefeweizen, 2021,3.075
1114,Warsteiner Premium Verum, 2000,3.0777777777777775
1115,Warsteiner Premium Verum, 2001,3.0886792452830187
1116,Warsteiner Premium Verum, 2002,2.9223021582733812
1117,Warsteiner Premium Verum, 2003,2.8488721804511274
1118,Warsteiner Premium Verum, 2004,2.7929577464788733
1119,Warsteiner Premium Verum, 2005,2.565359477124183
1120,Warsteiner Premium Verum, 2006,2.7588652482269502
1121,Warsteiner Premium Verum, 2007,2.6319371727748693
1122,Warsteiner Premium Verum, 2008,2.6850267379679145
1123,Warsteiner Premium Verum, 2009,2.6
1124,Warsteiner Premium Verum, 2010,2.6737373737373735
1125,Warsteiner Premium Verum, 2011,2.6322314049586777
1126,Warsteiner Premium Verum, 2012,2.731372549019608
1127,Warsteiner Premium Verum, 2013,2.670588235294118
1128,Warsteiner Premium Verum, 2014,2.726543209876543
1129,Warsteiner Premium Verum, 2015,2.689928057553957
1130,Warsteiner Premium Verum, 2016,2.656
1131,Warsteiner Premium Verum, 2017,2.681318681318681
1132,Warsteiner Premium Verum, 2018,2.6084745762711865
1133,Warsteiner Premium Verum, 2019,2.843137254901961
1134,Warsteiner Premium Verum, 2020,3.0228571428571427
1135,Warsteiner Premium Verum, 2021,2.7941176470588234
